Slug,English,German,Spanish,French,Italian,Japanese
pk434_1,,,,,,
pk434_2,,,,,,
pk434_3,,,,,,
pk434_4,,,,,,
pk434_5,,,,,,
pk435_1,,,,,,
pk435_2,,,,,,
pk435_3,,,,,,
pk435_4,,,,,,
pk435_5,,,,,,
pk436_1,,,,,,
pk436_2,,,,,,
pk436_3,,,,,,
pk436_4,,,,,,
pk436_5,,,,,,
pk437_1,,,,,,
pk437_2,,,,,,
pk437_3,,,,,,
pk437_4,,,,,,
pk437_5,,,,,,
pk438_1,,,,,,
pk438_2,,,,,,
pk438_3,,,,,,
pk438_4,,,,,,
pk438_5,,,,,,
pk439_1,,,,,,
pk439_2,,,,,,
pk439_3,,,,,,
pk439_4,,,,,,
pk439_5,,,,,,
pk440_1,,,,,,
pk440_2,,,,,,
pk440_3,,,,,,
pk440_4,,,,,,
pk440_5,,,,,,
pk441_1,,,,,,
pk441_2,,,,,,
pk441_3,,,,,,
pk441_4,,,,,,
pk441_5,,,,,,
pk442_1,,,,,,
pk442_2,,,,,,
pk442_3,,,,,,
pk442_4,,,,,,
pk442_5,,,,,,
pk443_1,,,,,,
pk443_2,,,,,,
pk443_3,,,,,,
pk443_4,,,,,,
pk443_5,,,,,,
pk444_1,,,,,,
pk444_2,,,,,,
pk444_3,,,,,,
pk444_4,,,,,,
pk444_5,,,,,,
pk445_1,,,,,,
pk445_2,,,,,,
pk445_3,,,,,,
pk445_4,,,,,,
pk445_5,,,,,,
pk446_1,,,,,,
pk446_2,,,,,,
pk446_3,,,,,,
pk446_4,,,,,,
pk446_5,,,,,,
pk447_1,,,,,,
pk447_2,,,,,,
pk447_3,,,,,,
pk447_4,,,,,,
pk447_5,,,,,,
pk448_1,,,,,,
pk448_2,,,,,,
pk448_3,,,,,,
pk448_4,,,,,,
pk448_5,,,,,,
pk449_1,,,,,,
pk449_2,,,,,,
pk449_3,,,,,,
pk449_4,,,,,,
pk449_5,,,,,,
pk450_1,,,,,,
pk450_2,,,,,,
pk450_3,,,,,,
pk450_4,,,,,,
pk450_5,,,,,,
pk451_1,,,,,,
pk451_2,,,,,,
pk451_3,,,,,,
pk451_4,,,,,,
pk451_5,,,,,,
pk452_1,,,,,,
pk452_2,,,,,,
pk452_3,,,,,,
pk452_4,,,,,,
pk452_5,,,,,,
pk453_1,,,,,,
pk453_2,,,,,,
pk453_3,,,,,,
pk453_4,,,,,,
pk453_5,,,,,,
pk454_1,,,,,,
pk454_2,,,,,,
pk454_3,,,,,,
pk454_4,,,,,,
pk454_5,,,,,,
pk455_1,,,,,,
pk455_2,,,,,,
pk455_3,,,,,,
pk455_4,,,,,,
pk455_5,,,,,,
pk456_1,,,,,,
pk456_2,,,,,,
pk456_3,,,,,,
pk456_4,,,,,,
pk456_5,,,,,,
pk457_1,,,,,,
pk457_2,,,,,,
pk457_3,,,,,,
pk457_4,,,,,,
pk457_5,,,,,,
pk458_1,,,,,,
pk458_2,,,,,,
pk458_3,,,,,,
pk458_4,,,,,,
pk458_5,,,,,,
pk459_1,,,,,,
pk459_2,,,,,,
pk459_3,,,,,,
pk459_4,,,,,,
pk459_5,,,,,,
pk460_1,,,,,,
pk460_2,,,,,,
pk460_3,,,,,,
pk460_4,,,,,,
pk460_5,,,,,,
pk461_1,,,,,,
pk461_2,,,,,,
pk461_3,,,,,,
pk461_4,,,,,,
pk461_5,,,,,,
pk462_1,,,,,,
pk462_2,,,,,,
pk462_3,,,,,,
pk462_4,,,,,,
pk462_5,,,,,,
pk463_1,,,,,,
pk463_2,,,,,,
pk463_3,,,,,,
pk463_4,,,,,,
pk463_5,,,,,,
pk464_1,,,,,,
pk464_2,,,,,,
pk464_3,,,,,,
pk464_4,,,,,,
pk464_5,,,,,,
pk465_1,,,,,,
pk465_2,,,,,,
pk465_3,,,,,,
pk465_4,,,,,,
pk465_5,,,,,,
pk466_1,,,,,,
pk466_2,,,,,,
pk466_3,,,,,,
pk466_4,,,,,,
pk466_5,,,,,,
pk467_1,,,,,,
pk467_2,,,,,,
pk467_3,,,,,,
pk467_4,,,,,,
pk467_5,,,,,,
pk468_1,,,,,,
pk468_2,,,,,,
pk468_3,,,,,,
pk468_4,,,,,,
pk468_5,,,,,,
pk469_1,,,,,,
pk469_2,,,,,,
pk469_3,,,,,,
pk469_4,,,,,,
pk469_5,,,,,,
pk470_1,,,,,,
pk470_2,,,,,,
pk470_3,,,,,,
pk470_4,,,,,,
pk470_5,,,,,,
pk471_1,,,,,,
pk471_2,,,,,,
pk471_3,,,,,,
pk471_4,,,,,,
pk471_5,,,,,,
pk472_1,,,,,,
pk472_2,,,,,,
pk472_3,,,,,,
pk472_4,,,,,,
pk472_5,,,,,,
pk473_1,,,,,,
pk473_2,,,,,,
pk473_3,,,,,,
pk473_4,,,,,,
pk473_5,,,,,,
pk474_1,,,,,,
pk474_2,,,,,,
pk474_3,,,,,,
pk474_4,,,,,,
pk474_5,,,,,,
pk475_1,,,,,,
pk475_2,,,,,,
pk475_3,,,,,,
pk475_4,,,,,,
pk475_5,,,,,,
pk476_1,,,,,,
pk476_2,,,,,,
pk476_3,,,,,,
pk476_4,,,,,,
pk476_5,,,,,,
pk477_1,,,,,,
pk477_2,,,,,,
pk477_3,,,,,,
pk477_4,,,,,,
pk477_5,,,,,,
pk478_1,,,,,,
pk478_2,,,,,,
pk478_3,,,,,,
pk478_4,,,,,,
pk478_5,,,,,,
pk479_1,,,,,,
pk479_2,,,,,,
pk479_3,,,,,,
pk479_4,,,,,,
pk479_5,,,,,,
pk480_1,,,,,,
pk480_2,,,,,,
pk480_3,,,,,,
pk480_4,,,,,,
pk480_5,,,,,,
pk481_1,,,,,,
pk481_2,,,,,,
pk481_3,,,,,,
pk481_4,,,,,,
pk481_5,,,,,,
pk482_1,,,,,,
pk482_2,,,,,,
pk482_3,,,,,,
pk482_4,,,,,,
pk482_5,,,,,,
pk483_1,,,,,,
pk483_2,,,,,,
pk483_3,,,,,,
pk483_4,,,,,,
pk483_5,,,,,,
pk484_1,,,,,,
pk484_2,,,,,,
pk484_3,,,,,,
pk484_4,,,,,,
pk484_5,,,,,,
pk485_1,,,,,,
pk485_2,,,,,,
pk485_3,,,,,,
pk485_4,,,,,,
pk485_5,,,,,,
pk486_1,,,,,,
pk486_2,,,,,,
pk486_3,,,,,,
pk486_4,,,,,,
pk486_5,,,,,,
pk487_1,,,,,,
pk487_2,,,,,,
pk487_3,,,,,,
pk487_4,,,,,,
pk487_5,,,,,,
pk488_1,,,,,,
pk488_2,,,,,,
pk488_3,,,,,,
pk488_4,,,,,,
pk488_5,,,,,,
pk489_1,,,,,,
pk489_2,,,,,,
pk489_3,,,,,,
pk489_4,,,,,,
pk489_5,,,,,,
pk490_1,,,,,,
pk490_2,,,,,,
pk490_3,,,,,,
pk490_4,,,,,,
pk490_5,,,,,,
pk491_1,,,,,,
pk491_2,,,,,,
pk491_3,,,,,,
pk491_4,,,,,,
pk491_5,,,,,,
pk492_1,,,,,,
pk492_2,,,,,,
pk492_3,,,,,,
pk492_4,,,,,,
pk492_5,,,,,,
pk493_1,,,,,,
pk493_2,,,,,,
pk493_3,,,,,,
pk493_4,,,,,,
pk493_5,,,,,,
sb_010m,has already taken some serious damage,,ha salido muy perjudicada.,,,
sb_020,An intense battery but both corners are holding their ground.,,,,,
sb_030m,has been taking serious damage right from the start,,ha sufrido muchos daños desde el principio.,,,
sb_040,A real battle royal. What a way to start this off.,,Ha sido una lucha colosal. Menudo forma de empezar el combate.,,,
sb_050,The battle opened with some intense fighting.,,El combate ha empezado muy fuerte.,,,
sb_070m,is already poisoned,,se debate ante los efectos del veneno.,,,
sb_080m,already has a Pokémon sleeping,,se encuentra con que uno de sus Pokémon está dormido.,,,
sb_082m,already has Pokémon sleeping,,tiene algún que otro Pokémon dormido.,,,
sb_090m,had their Pokémon frozen solid after the battle began,,ve como sus Pokémon se han congelado nada más en pasar el combate.,,,
sb_100m,has already been burned and the battle is just beginning,,sufre quemaduras y el combate no ha hecho más que empezar.,,,
sb_110,"Pokémon are already suffering from status problems, one after another, in this sudden and intense battle.",,Los problemas de estado de los Pokémon se suceden en esta lucha sin cuartel.,,,
sb_120,The situation is a bit of a stalemate.,,El combate está en tablas.,,,
sb_130,Both are carefully examining their opponent.,,Ambas esquinas estudian atentamente.,,,
sb_140,"Finally, things are starting to happen.",,Parece que por fin sucede algo.,,,
sb_150,"Finally, this battle is getting underway.",,Parece que el combate por fin cobra brillos.,,,
sb_160,The situation has dramatically changed.,,La situación ha cambiado drásticamente.,,,
sb_170,The battle has taken a drastic turn.,,El combate ha dado un giro drástico.,,,
sb_180,That was an unexpected turn of events.,,Menudo cambio más inesperado.,,,
sb_190,The battle's outcome is still up in the air. Who will reach for victory first?,,El resultado del combate aún está en el aire. ¿Quién inclinará la balanza a su favor?,,,
sb_200,Not much has happened. Who will change things up?,,La situación poco ha cambiado. ¿Quién hará algo respecto?,,,
sb_210,Both corners are carefully examining their opponent,,Ambas esquinas se analizan con detenimiento.,,,
sb_220m,continues to do very well,,sigue maneobrando con acierto.,,,
sb_230m,It's a tough situation for the Blue Corner.,,La esquina azul se encuentra en una situación peliaguda.,,,
sb_230r,It's a tough situation for the Red Corner.,,La esquina roja se encuentra en una situación peliaguda.,,,
sb_240m,currently leads,,tiene las riendas por ahora.,,,
sb_250m,faces a tough situation,,se enfrenta un momento crítico.,,,
sb_260m,has the lead when comparing the number of remaining Pokémon,,disfruta de cierta ventaja ya que cuenta con más Pokémon.,,,
sb_270m,trails slightly when comparing the number of remaining Pokémon,,baja lo por detrás si se tiene en cuenta el número de Pokémon restantes.,,,
sb_280m,evened up the amount of remaining of Pokémon despite being at a disadvantage,,"a pasar de su desvantaja, ha logrado igualar a la esquina roja el número de Pokémon.",,,
sb_290,"In terms of the number of remaining Pokémon, it's an even 50-50.",,Ambas esquinas resisten con el mismo número de Pokémon.,,,
sb_300,Neither Corner has made a decisive attack yet.,,Ninguna de las esquinas consigue dar con la tecla.,,,
sb_310,The battle rages on.,,La lucha se prolonga.,,,
sb_320,Neither Corner has made a decisive attack yet.,,Ninguna de las esquinas consigue dar con la tecla.,,,
sb_330,A brief lull at the Colosseum.,,La calma se apodera del Coliseo.,,,
sb_340m,stands with their backs against the wall,,se encuentra entre la espalda y la pared.,,,
sb_350m,faces a dead end,,se encuentra en un callejón sin salida.,,,
sb_360m,mounts a good comeback at the last moment,,remontó en el último momento.,,,
sb_370,The last Pokémon from each team will take the field.,,,,,
sb_380m,desperately holds on,,intenta mantenerse en pie desesperadamente.,,,
sb_390,Are we going to see the end of this battle in the next turn?,,¿Veremos el final del combate en la siguiente vuelta?,,,
sb_400r,It's been nothing but big trouble for the Red Corner.,,La esquina roja lo está pasando mal.,,,
sb_400,It's been nothing but big trouble for the Blue Corner.,,La esquina azul lo está pasando mal.,,,
sb_410m,faces a fatal situation,,se encuentra en las últimas.,,,
sb_420m,sleeps soundly,,está profundamente dormido.,,,
sb_430m,seems to be in pain,,parece estar sufriendo.,,,
sb_440m,still is frozen solid,,sigue congelado.,,,
sb_450,It's pouring rain in the Colosseum.,,Está diluviando en el Coliseo.,,,
sb_460,A sandstorm is raging in the Colosseum.,,Una tormenta de arena asola el Coliseo.,,,
sb_470,The sunlight in the Colosseum is blinding.,,Los rayos del sol son cegadores.,,,
sb_480,It's really starting to hail in the Colosseum.,,Menuda lluvia de granizo está cayendo en el Coliseo.,,,
sb_490,The Colosseum is shrouded in a deep fog.,,El Coliseo está envuelto en una densa niebla.,,,
sb_500,It's raining in the Colosseum again.,,Está empezando a llover de nuevo en el Coliseo.,,,
sb_510,A sandstorm is raging in the Colosseum again.,,,,,
sb_520,The sun is scorching the Colosseum again.,,El sol se vuelve abrasador de nuevo en el Coliseo.,,,
sb_530,It's hailing in the Colosseum again.,,Está granizando de nuevo en el Coliseo.,,,
sb_540,The Colosseum is burning with excitement.,,La expectación es cada vez mayor.,,,
sb_550,The air in the Colosseum is tense and charged.,,La tensión se respira en el Coliseo.,,,
sb_560,The mood in the Colosseum has become somewhat unsettling.,,Se percibe cierta inquietud en el Coliseo.,,,
sb_570,A chilling breeze can be felt in the Colosseum.,,Corre un aire gélido por el Coliseo.,,,
sb_580,A rotten stench is filling the Colosseum.,,,,,
sb_590,A pleasant scent is drifting through the air in Colosseum.,,El aire del Coliseo parece perfumado con un agradable olor.,,,
sb_592,A pleasant tune is echoing through the Colosseum. I'm starting to feel sleepy.,,Una bonita melodía resuena en el Coliseo. Me están pasando entrar sueño.,,,
sb_594,Something strange. Distortion. What's this? The Colosseum.,,Ocurre algo raro. Una especie de distorsión. ¿Qué está pasando en el Coliseo?,,,
sb_596,The air in the Colosseum is getting heavy.,,El aire del Coliseo se está cargando.,,,
sb_600,The battle has reached its final stage.,,Ha llegado el momento clave.,,,
sb_610,The battle has reached its final stage and the tension is peaking.,,Ha llegado el momento clave. La tensión anda por las nubes.,,,
sb_620,The end of the battle is getting closer by the minute.,,El final del combate se va acercando.,,,
sb_630,"Well, both corners still have a chance to win this.",,Ambas esquinas siguen teniendo opciónes.,,,
sb_640,The air in the Colosseum is tense.,,El público está expectante.,,,
sb_650,A heated battle is unfolding in the Colosseum.,,El Coliseo es escenario de una lucha encarnizada.,,,
sb_660,The trainers haven't given their orders yet.,,Ninguna esquina parece tomar la iniciativa.,,,
sb_670m,still has not decided on their next move,,aún no ha decidido cuál será su próximo movimiento.,,,
sb_680,The Pokémon are awaiting their trainers' direction.,,Los Pokémon están en la espera. Aún no han recibido sus órdenes.,,,
sb_690,The crowd is holding their breath in anticipation of the trainers' next move.,,Los espectadores aguardan impacientes el próximo movimiento.,,,
sl_010,"However, this battle is just getting started.",,Aunque aún queda mucho combate por delante.,,,
sl_012,But there is always a chance of a comeback.,,Aunque todavía está a tiempo de recuperarse.,,,
sl_030,Can they find a way out of this predicament?,,¿Conseguirá abrirse camino?,,,
sl_060m,seems to have the advantage right now,,parece tener ventaja por ahora.,,,
sl_070,That's gonna be trouble if this becomes a drawn-out battle.,,"Si el combate se prolonga, lo tendrá difícil.",,,
sl_080,Everyone is concentrated on the trainers' next move.,,El público espera atento su próxima maniobra.,,,
sl_082,I wonder how this going to affect the battle.,,¿Cómo afectará el combate?,,,
sl_090,"If this continues, the result will become detrimental.",,"De seguir así, podría encontrarse en una situación difícil.",,,
sl_092,Everyone is concentrated on the trainers' next move.,,El público espera atento su próxima maniobra.,,,
sl_100,That's going to be trouble if this becomes a drawn-out battle.,,"Si el combate se prolonga, lo tendrá difícil.",,,
sl_110,Everyone is concentrated on the trainers' next move.,,El público espera atento su próxima maniobra.,,,
sl_120,It's a mental tug-of-war as they anticipate each other's move.,,"En este tira y afloja, ambas esquinas intentan anticiparse a su rival.",,,
sl_140m,Will there be any sort of decisive action from the Blue Corner?,,¿Responderá de forma concluyente la esquina azul?,,,
sl_140r,Will there be any sort of decisive action from the Red Corner?,,¿Responderá de forma concluyente la esquina roja?,,,
sl_142m,needs to strike back,,tiene que reaccionar.,,,
sl_150m,Is there going to be any decisive action from the Blue Corner?,,¿Nos sorprenderá la esquina azul con alguna maniobra?,,,
sl_150r,Is there going to be any decisive action from the Red Corner?,,¿Nos sorprenderá la esquina roja con alguna maniobra?,,,
sl_152m,needs to strike back,,tiene que reaccionar.,,,
sl_160,The battle has taken a new turn.,,El combate ha dado un giro de 360°.,,,
sl_170m,Can the advantage be maintained by the Blue Corner?,,¿Podrá la esquina azul mantener su ventaja?,,,
sl_170r,Can the advantage be maintained by the Red Corner?,,¿Podrá la esquina roja mantener su ventaja?,,,
sl_172m,Is there going to be a comeback for the Blue Corner?,,¿Significa esto que al esquina azul vuelva entrar en escena?,,,
sl_172r,Is there going to be a comeback for the Red Corner?,,¿Significa esto que al esquina roja vuelva entrar en escena?,,,
sl_180,It's a tough world.,,Un duro golpe.,,,
sl_220,But can they finish this off?,,"Pero, ¿será capaz de terminar con esto de una vez?",,,
sl_230,Is there a secret plan to turn the tables?,,¿Logrará girar las tornas con alguna nueva estrategia?,,,
sl_240,Can they end this quickly?,,¿Logrará asestar el golpe definitivo?,,,
sl_250,They're gonna need to find a way out of this.,,Tendrá que reaccionar rápido si quiere salir de esta.,,,
sl_260,But we still can't predict the outcome of the battle.,,Aunque aún es pronto para predecir el resultado.,,,
sl_262,But the battle has just begun.,,Aunque aún queda mucho combate por delante.,,,
sl_270,But we still can't predict the outcome of the battle.,,Aunque aún es pronto para predecir el resultado.,,,
sl_272,But the battle has just begun.,,Aunque aún queda mucho combate por delante.,,,
sl_280,Will this turn the tide of the battle?,,¿Será esto un punto de inflexión en el combate?,,,
sl_290,Both sides still have a chance to win.,,Las posibilidades de victoria están muy igualadas.,,,
sl_292,Who will become the victor?,,¿Quién se alzará con la victoria?,,,
sl_294,Who will break this balance?,,¿Quién inclinará la balanza a su favor?,,,
sl_300,Which corner will make the attack that could change the situation?,,¿Cuál de ellas lanzará el ataque definitivo?,,,
sl_310,Their concentration is certainly being tested.,,La tenacidad de ambas esquinas se está poniendo a prueba.,,,
sl_320,Are they playing a waiting game?,,¿A qué esperan ambas esquinas?,,,
sl_330,This standoff could end at any moment.,,Aunque la tempestad puede desatarse en cualquier momento.,,,
sl_340m,will be lucky to get through this crisis,,tendrá suerte si logra salir de esta.,,,
sl_342,The rest is up to the last Pokémon.,,Todo depende de la actuación de su último Pokémon.,,,
sl_350,Are they gonna be able to hang in?,,¿Podrá aguantar el tipo?,,,
sl_352,Can they withstand the next attack?,,¿Resistirá el próximo ataque?,,,
sl_360,How far is this going to go?,,¿Cómo terminirá esto?,,,
sl_370,The energy level of the fans in this Colosseum has been turned up to 11.,,Los espectadores del Coliseo no caben en sí de la emoción.,,,
sl_372,Both corners are in a tough spot.,,,,,
sl_390,The trainers' strategies will determine the outcome.,,,,,
sl_400,Will the outcome be determined in the next turn?,,¿Veremos el desenlace del combate en la próxima vuelta?,,,
sl_410,Will the outcome be determined in the next turn?,,¿Veremos el desenlace del combate en la próxima vuelta?,,,
sl_420,When will it wake up?,,¿Cuándo se despertará?,,,
sl_430,This could get dangerous if it lasts too long.,,Las cosas podrían ponerse muy feas de seguir así.,,,
sl_440,It can't move.,,No puede moverse.,,,
sl_630,What kind of developments can we expect to see next?,,Veamos pues cómo de desarolla el combate.,,,
sl_632,Who's going to take the glory?,,¿Quién se llevará la gloria?,,,
sub_aka_0_1,the Red Corner,,la esquina roja,,,
sub_aka_0_2,the Red Corner,,la esquina roja,,,
sub_aka_0_3,the Red Corner,,la esquina roja,,,
sub_aka_0_4,the Red Corner,,la esquina roja,,,
sub_ao_0_1,the Blue Corner,,la esquina azul,,,
sub_ao_0_2,the Blue Corner,,la esquina azul,,,
sub_ao_0_3,the Blue Corner,,la esquina azul,,,
sub_ao_0_4,the Blue Corner,,la esquina azul,,,
tb_010,And now the battle begins.,,Y comienza el combate.,,,
tb_012,The stage is set and the curtain is up.,,Todo está listo y preparado para la acción.,,,
tb_014,The battle begins.,,Y se abre el combate.,,,
tb_020m_1,the Blue Corner makes the first attack,,La esquina azul es la primera en atacar.,,,
tb_020m_2,,,,,,
tb_022m_1,the Red Corner makes the first attack,,La esquina roja es la primera en atacar.,,,
tb_022m_2,,,,,,
tb_030,It didn't do anything.,,No pasa nada de nada.,,,
tb_040,But it missed.,,Pero falla.,,,
tb_050,A big hit already.,,Un ataque genial nada mas en pasar.,,,
tb_060,A heavy blow.,,Vaya mazazo.,,,
tb_062,Massive damage.,,Ha causado grandes daños.,,,
tb_070,A brilliant hit.,,Un movimiento brillante.,,,
tb_072,A smashing blow.,,Un golpe espectacular.,,,
tb_080,A well-aimed attack.,,Directo al blanco.,,,
tb_082,A clean hit.,,Un golpe directo.,,,
tb_090,That hurt.,,Eso ha tenido que doler.,,,
tb_092,A rigid shot.,,Le ha impactado de lleno.,,,
tb_100,It hits.,,Y da en el blanco.,,,
tb_102,A solid hit.,,Le ha acertado de lleno.,,,
tb_110,A light hit.,,Prácticamente ni lo siente.,,,
tb_111,A small hit.,,,,,
tb_120,Consecutive hits.,,Asesta varios golpes consecutivos.,,,
tb_130,An explosion of skillful moves.,,Menudo despliegue de fuerza.,,,
tb_140m,starts to attack,,se lanza al ataque.,,,
tb_142,makes its move,,inicia su ataque.,,,
tb_150m,uses its move,,realiza su movimiento.,,,
tb_160,A fierce blow.,,Un golpe imparable.,,,
tb_170,Nicely done.,,Excelente.,,,
tb_174,hangs by the end of their rope,,,,,
tb_176,The end is near.,,,,,
tb_178,faces the end,,,,,
tb_179,This is a fatal situation.,,,,,
tb_180,A gang attack.,,Menuda confabulación.,,,
tb_190,It's being ganged up on.,,Eso sí que es unir fuerzas.,,,
tb_200,A harsh battle is taking place.,,Estamos presenciando una lucha encarnizada.,,,
tb_202,An exhausting battle between both sides.,,Ambos eqipos están poniendo toda la carne en el asador.,,,
tb_204,It's a close fight.,,La lucha se intensifica.,,,
tb_210,The battle is getting intense.,,El combate se pone interesante.,,,
tb_212,A rally of light attacks.,,Todo una serie de pequeños ataques.,,,
tb_220,Multiple hits. It keeps dealing damage.,,Recibe varios golpes y sufre repetidos daños.,,,
tb_230,It hit two Pokémon at once.,,Alcanzó ambos Pokémon.,,,
tb_240,An intense attack. The teammate was also hit.,,"Un ataque demoledor, aunque también para su compañero.",,,
tb_250,An intense attack has launched with the helping hand of another Pokémon.,,El Pokémon ha provecho el refuerzo de compañero y lanza un potente ataque.,,,
tb_260,Oops. That attack was bounced right back.,,Sorprendentemente el ataque se ha vuelto en su contra.,,,
tb_262,Uh-oh. The attack goes right back to the attacker.,,"Pero, ¿qué ven mis ojos? Le ha salido el tiro por la culata.",,,
tb_270,What an impressive attack.,,Un ataque realmente impresionante.,,,
tb_272,A harsh blow.,,Menudo embate.,,,
tb_280,A perfect shot.,,Un golpe certero.,,,
tb_290,An impressive move.,,Una manobra sensacional.,,,
tb_300m,deals out multiple hits,,asesta varios golpes seguidos.,,,
tb_302,successfully hit multiple times,,Ha vapuleado al blanco.,,,
tb_310,That's a hit this time.,,"Esta vez, sí que ha dado en el blanco.",,,
tb_320,This is the only thing it can do.,,Poco más podría hacer.,,,
tb_330,A beautiful attack.,,Un ataque extraordinario.,,,
tb_340,Wow. Not much happened this turn.,,No se han producido muchos cambios en este salto.,,,
tb_350m,seems to be slacking off,,aminora el ritmo.,,,
tb_351,seems to be slacking off,,aminora el ritmo.,,,
tb_352,seems to be slacking off,,parece de caer.,,,
tb_360m,frozen solid and unable to move,,se ha quedado congelada.,,,
tb_361,frozen solid and unable to move,,se ha quedado congelada.,,,
tb_362,frozen solid and unable to move,,se ha quedado congelado.,,,
tb_370m,The Pokémon in the Blue Corner is still sleeping.,,El Pokémon de la esquina azul aún está dormido.,,,
tb_370r,The Pokémon in the Red Corner is still sleeping.,,El Pokémon de la esquina roja aún está dormido.,,,
tb_371,won't wake up,,no se despierta.,,,
tb_372,won't wake up,,no se despierta.,,,
tb_380m,can't move due to a previously used attack,,ha quedado inmovilizada traz el ataque anterior.,,,
tb_381,can't move due to a previously used attack,,se ha quedado inmovilizado traz el ataque anterior.,,,
tb_382,can't move due to a previously used attack,,se ha quedado inmovilizado traz el ataque anterior.,,,
tb_390m,cannot move,,no puede moverse.,,,
tb_391,cannot move,,no puede moverse.,,,
tb_392,cannot move,,no puede moverse.,,,
tb_400m,has no Pokémon that can move,,no tiene ningún Pokémon que pueda moverse.,,,
tb_410m,still can't move,,sigue sin reaccionar.,,,
tb_420m,still can't move,,sigue sin poder moverse.,,,
tb_430,Oh. Why would it attack its teammate?,,¿Por qué habrá atacado a su compañero?,,,
tb_440,It attacked itself again. That has got to hurt.,,Se ha vuelto a atacar a sí mismo. Eso ha tenido que dolerle.,,,
tb_450,Oh no. It attacked itself.,,Se ha atacado a sí mismo.,,,
tb_460,It missed the kick and hurt itself.,,Ataque fallido. Sólo se ha herido a sí mismo.,,,
tb_470m,restored its health,,ha recuperado su salud.,,,
tb_480m,restored its health and feels the relief,,Se siente más aliviado traz recuperar su salud.,,,
tb_490m,keeps gaining stats,,sigue mejorando sus carecterísticas.,,,
tb_492m,keeps gaining stats,,sigue mejorando sus carecterísticas.,,,
tb_500m,The Blue Corner attacks.,,La esquina azul se lanza al ataque.,,,
tb_500r,The Red Corner attacks.,,La esquina roja se lanza al ataque.,,,
tb_510m,protects against the attack,,se había protegido.,,,
tb_512m,protected itself from the attack,,se había protegido.,,,
tb_520m,evades the attack,,esquiva el ataque.,,,
tb_522m,evades the attack,,esquiva el ataque.,,,
tb_530m,still can't pull off a move,,no consigue materializar ningún ataque.,,,
tb_532m,still can't pull off a move,,no consigue materializar su ataque.,,,
tb_540,Both corners' moves fail.,,Ninguna esquina logra acertar.,,,
tb_550,The move fails.,,El movimiento resulta inútil.,,,
tb_552,Its attack missed.,,Ataque fallido.,,,
tb_554,That was a failure.,,,,,
tb_556,The move can't hit the opponent.,,No consigue dar en el blanco.,,,
tb_560,The substitute appeared.,,Ha aparecido el sustituto.,,,
tb_570,It hit the substitute.,,Ha alcanzado el sustituto.,,,
tb_571,hit,,Le ha dado.,,,
tb_610,transformed,,se ha transformado.,,,
tb_620,It's a Heart Swap. Any stat changes are about to be swapped.,,Cambia Almas intercambiará cualqier variación en las carecterísticas.,,,
tb_630,falls asleep because of Dark Void,,se ha quedado dormido a causa de Brecha Negra.,,,
tb_640,Oh no. It soaked up the Liquid Ooze.,,¡Oh no! Ha absorbido Lodo Líquido.,,,
tb_650,It's twisting the dimensions in the Colosseum.,,Las dimensiones se están distorsionando.,,,
tb_660,The twisted dimensions have been restored.,,Las dimensiones han vuelto a la normalidad.,,,
tb_670,First strike.,,Primer golpe.,,,
tb_675,Quick Claw took effect.,,El Pokémon echa mano de Garra Rápida.,,,
tb_680,Power Herb took effect. It's all ready to go.,,El Pokémon echa mano de Hierba Única. Está listo y preparado.,,,
tb_700,flies up high,,levanta el vuelo.,,,
tb_710,bounced up,,está rebotando.,,,
tb_720,burrowed its way underground,,está bajo tierra.,,,
tb_730,hid underwater,,se oculta bajo el agua.,,,
tb_740,A whirlwind is whipped up.,,Ha aparecido un remolino.,,,
tb_750,became cloaked in blinding light,,está rodeado por una luz brillante.,,,
tb_760,tucked in its head,,agachó la cabeza.,,,
tb_770,vanished instantly,,desapareció al instante.,,,
tb_780,started absorbing the light,,comenzó absorber luz.,,,
tb_790,protects itself,,se ha protegido.,,,
tb_800,fell asleep,,se ha quedado dormido.,,,
tb_805,It fell asleep.,,Se ha dormido.,,,
tb_810,became paralyzed,,sufre parálisis.,,,
tb_815,Ouch. It was paralyzed.,,"¡Ay ay ay!, ha sido paralizado.",,,
tb_820,became poisoned,,ha sido envenenado.,,,
tb_825,Ah. It was poisoned.,,Menudo contratiempo. Ha sido envenenado.,,,
tb_830,became badly poisoned.,,ha sido gravamente envenenado.,,,
tb_835,Ow. It was badly poisoned.,,Ha sido gravamente envenenado. Eso debe doler.,,,
tb_840,became frozen solid,,se ha quedado helado.,,,
tb_845,Brr. It was frozen solid.,,Se ha quedado helado. Vaya rasca.,,,
tb_850,just got burned,,se ha quemado.,,,
tb_855,It just got burned.,,Se acaba de quemar.,,,
tb_860,became confused.,,Está confuso.,,,
tb_865,D'oh. It was confused.,,El Pokémon está confuso.,,,
tb_870,became infatuated by the opponent's attraction,,se ha enamorado debido a la atracción de su contrincante.,,,
tb_875,Oh. It was infatuated by the opponent's attraction.,,El Pokémon se ha enamorado por la atracción de su contrincante.,,,
tb_880,It snapped out of its confusion.,,El Pokémon ya no está confuso.,,,
tb_882,It thawed out.,,El Pokémon ya no está congelado.,,,
tb_884,It woke up.,,El Pokémon se ha despertado.,,,
tb_890,Its stats rose.,,Sus carecterísticas han subido.,,,
tb_892,Its stats fell.,,,,,
